config,model,auroc_mean,auroc_std,auprc_mean,auprc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,accuracy_mean,accuracy_std,bss_mean,bss_std,best_thresh_mean,best_thresh_std,dataset,imputer,with_flag,interaction,resampling
NHANES__zero,ann,0.958,0.007,0.771,0.021,0.747,0.019,0.665,0.055,0.862,0.061,0.929,0.009,0.493,0.054,0.511,0.209,NHANES,zero,0,0,0
NHANES__zero,ann_xgb_ens,0.96,0.009,0.775,0.062,0.764,0.029,0.677,0.054,0.881,0.036,0.934,0.012,0.571,0.03,0.35,0.174,NHANES,zero,0,0,0
NHANES__zero,deep_ann,0.96,0.002,0.776,0.016,0.751,0.024,0.676,0.047,0.848,0.02,0.932,0.01,0.461,0.029,0.551,0.152,NHANES,zero,0,0,0
NHANES__zero,deepnetx2,0.962,0.006,0.777,0.02,0.751,0.042,0.657,0.07,0.885,0.03,0.928,0.018,0.509,0.039,0.427,0.137,NHANES,zero,0,0,0
NHANES__zero,lr,0.937,0.016,0.731,0.02,0.763,0.022,0.718,0.046,0.822,0.075,0.938,0.006,0.226,0.075,0.762,0.07,NHANES,zero,0,0,0
NHANES__zero,rf,0.962,0.002,0.78,0.048,0.764,0.039,0.686,0.085,0.875,0.054,0.934,0.017,0.599,0.016,0.29,0.116,NHANES,zero,0,0,0
NHANES__zero,RF+DNN metastack,0.964,0.004,0.801,0.04,0.77,0.019,0.695,0.05,0.871,0.064,0.937,0.008,0.611,0.016,0.29,0.091,NHANES,zero,0,0,0
NHANES__zero,xgb,0.957,0.009,0.763,0.068,0.753,0.03,0.667,0.05,0.868,0.038,0.931,0.011,0.532,0.039,0.136,0.03,NHANES,zero,0,0,0
NHANES__zero_smote,ann,0.959,0.006,0.774,0.039,0.748,0.007,0.703,0.052,0.809,0.068,0.934,0.007,0.418,0.057,0.735,0.182,NHANES,zero,0,0,1
NHANES__zero_smote,ann_xgb_ens,0.961,0.009,0.78,0.057,0.761,0.025,0.689,0.059,0.858,0.059,0.934,0.011,0.531,0.035,0.531,0.208,NHANES,zero,0,0,1
NHANES__zero_smote,deep_ann,0.963,0.009,0.797,0.017,0.756,0.028,0.656,0.053,0.898,0.032,0.929,0.013,0.459,0.062,0.539,0.159,NHANES,zero,0,0,1
NHANES__zero_smote,deepnetx2,0.959,0.004,0.766,0.025,0.758,0.011,0.696,0.057,0.842,0.062,0.935,0.008,0.431,0.043,0.695,0.132,NHANES,zero,0,0,1
NHANES__zero_smote,lr,0.937,0.016,0.728,0.027,0.76,0.019,0.717,0.023,0.812,0.07,0.938,0.002,0.279,0.088,0.768,0.075,NHANES,zero,0,0,1
NHANES__zero_smote,rf,0.962,0.007,0.773,0.055,0.767,0.019,0.687,0.057,0.875,0.044,0.935,0.009,0.556,0.039,0.453,0.104,NHANES,zero,0,0,1
NHANES__zero_smote,RF+DNN metastack,0.963,0.004,0.793,0.039,0.785,0.01,0.731,0.018,0.848,0.022,0.944,0.003,0.607,0.015,0.35,0.03,NHANES,zero,0,0,1
NHANES__zero_smote,xgb,0.955,0.011,0.758,0.058,0.742,0.016,0.679,0.049,0.825,0.061,0.93,0.008,0.516,0.043,0.412,0.232,NHANES,zero,0,0,1
NHANES__zero_pair,ann,0.958,0.007,0.779,0.017,0.771,0.011,0.694,0.016,0.868,0.03,0.938,0.003,0.445,0.042,0.655,0.08,NHANES,zero,0,1,0
NHANES__zero_pair,ann_xgb_ens,0.96,0.008,0.787,0.058,0.77,0.03,0.685,0.057,0.885,0.025,0.936,0.013,0.573,0.03,0.387,0.189,NHANES,zero,0,1,0
NHANES__zero_pair,deep_ann,0.957,0.01,0.773,0.023,0.755,0.027,0.679,0.062,0.858,0.063,0.932,0.012,0.445,0.032,0.577,0.189,NHANES,zero,0,1,0
NHANES__zero_pair,deepnetx2,0.959,0.009,0.778,0.023,0.762,0.018,0.686,0.052,0.865,0.067,0.934,0.008,0.46,0.053,0.552,0.145,NHANES,zero,0,1,0
NHANES__zero_pair,lr,0.933,0.014,0.721,0.024,0.759,0.027,0.697,0.035,0.835,0.042,0.936,0.008,0.216,0.086,0.741,0.083,NHANES,zero,0,1,0
NHANES__zero_pair,rf,0.963,0.005,0.786,0.053,0.777,0.017,0.711,0.047,0.865,0.072,0.94,0.005,0.606,0.022,0.338,0.073,NHANES,zero,0,1,0
NHANES__zero_pair,RF+DNN metastack,0.966,0.005,0.799,0.037,0.779,0.019,0.71,0.033,0.865,0.039,0.94,0.007,0.606,0.017,0.329,0.047,NHANES,zero,0,1,0
NHANES__zero_pair,xgb,0.957,0.007,0.771,0.065,0.755,0.013,0.669,0.029,0.868,0.042,0.932,0.005,0.548,0.025,0.157,0.056,NHANES,zero,0,1,0
NHANES__zero_pair_smote,ann,0.962,0.007,0.789,0.012,0.761,0.027,0.696,0.051,0.845,0.053,0.936,0.01,0.449,0.033,0.693,0.146,NHANES,zero,0,1,1
NHANES__zero_pair_smote,ann_xgb_ens,0.961,0.007,0.784,0.047,0.765,0.012,0.692,0.037,0.862,0.055,0.936,0.005,0.51,0.035,0.576,0.156,NHANES,zero,0,1,1
NHANES__zero_pair_smote,deep_ann,0.962,0.009,0.788,0.021,0.774,0.023,0.691,0.034,0.881,0.029,0.938,0.007,0.425,0.032,0.69,0.097,NHANES,zero,0,1,1
NHANES__zero_pair_smote,deepnetx2,0.961,0.01,0.776,0.027,0.764,0.026,0.679,0.049,0.878,0.048,0.934,0.01,0.417,0.052,0.668,0.166,NHANES,zero,0,1,1
NHANES__zero_pair_smote,lr,0.932,0.013,0.718,0.027,0.744,0.039,0.677,0.065,0.835,0.068,0.93,0.015,0.24,0.126,0.697,0.096,NHANES,zero,0,1,1
NHANES__zero_pair_smote,rf,0.964,0.006,0.781,0.045,0.763,0.018,0.691,0.053,0.858,0.053,0.935,0.008,0.551,0.042,0.5,0.093,NHANES,zero,0,1,1
NHANES__zero_pair_smote,RF+DNN metastack,0.966,0.005,0.799,0.033,0.769,0.023,0.696,0.037,0.861,0.028,0.937,0.008,0.605,0.017,0.301,0.052,NHANES,zero,0,1,1
NHANES__zero_pair_smote,xgb,0.956,0.006,0.768,0.049,0.741,0.031,0.69,0.07,0.809,0.061,0.931,0.015,0.52,0.032,0.491,0.255,NHANES,zero,0,1,1
NHANES__zero_flag,ann,0.957,0.004,0.783,0.039,0.757,0.032,0.675,0.059,0.868,0.041,0.932,0.013,0.434,0.071,0.66,0.146,NHANES,zero,1,0,0
NHANES__zero_flag,ann_xgb_ens,0.959,0.008,0.774,0.057,0.753,0.027,0.666,0.057,0.875,0.047,0.93,0.014,0.566,0.04,0.349,0.181,NHANES,zero,1,0,0
NHANES__zero_flag,deep_ann,0.951,0.012,0.759,0.031,0.765,0.032,0.674,0.052,0.888,0.025,0.934,0.012,0.429,0.064,0.564,0.142,NHANES,zero,1,0,0
NHANES__zero_flag,deepnetx2,0.945,0.01,0.758,0.037,0.752,0.044,0.671,0.08,0.865,0.035,0.93,0.018,0.427,0.09,0.534,0.17,NHANES,zero,1,0,0
NHANES__zero_flag,lr,0.96,0.003,0.755,0.038,0.762,0.022,0.675,0.043,0.878,0.031,0.933,0.009,0.356,0.052,0.748,0.092,NHANES,zero,1,0,0
NHANES__zero_flag,rf,0.962,0.003,0.78,0.054,0.759,0.023,0.691,0.061,0.855,0.098,0.934,0.007,0.601,0.024,0.332,0.106,NHANES,zero,1,0,0
NHANES__zero_flag,RF+DNN metastack,0.961,0.005,0.782,0.038,0.777,0.022,0.698,0.032,0.878,0.028,0.939,0.007,0.604,0.021,0.307,0.037,NHANES,zero,1,0,0
NHANES__zero_flag,xgb,0.957,0.009,0.767,0.063,0.759,0.016,0.656,0.028,0.901,0.023,0.93,0.006,0.54,0.036,0.102,0.056,NHANES,zero,1,0,0
NHANES__zero_flag_smote,ann,0.955,0.014,0.768,0.041,0.75,0.031,0.668,0.068,0.865,0.053,0.93,0.014,0.43,0.074,0.592,0.226,NHANES,zero,1,0,1
NHANES__zero_flag_smote,ann_xgb_ens,0.962,0.005,0.779,0.051,0.763,0.021,0.693,0.043,0.852,0.047,0.936,0.008,0.516,0.044,0.56,0.136,NHANES,zero,1,0,1
NHANES__zero_flag_smote,deep_ann,0.96,0.004,0.783,0.035,0.756,0.029,0.687,0.063,0.852,0.073,0.933,0.012,0.425,0.073,0.674,0.184,NHANES,zero,1,0,1
NHANES__zero_flag_smote,deepnetx2,0.954,0.008,0.774,0.041,0.76,0.041,0.665,0.065,0.894,0.048,0.931,0.017,0.433,0.063,0.606,0.171,NHANES,zero,1,0,1
NHANES__zero_flag_smote,lr,0.96,0.003,0.758,0.036,0.744,0.036,0.655,0.067,0.868,0.047,0.927,0.016,0.38,0.055,0.683,0.146,NHANES,zero,1,0,1
NHANES__zero_flag_smote,rf,0.963,0.003,0.772,0.051,0.768,0.015,0.695,0.055,0.865,0.048,0.936,0.008,0.561,0.041,0.476,0.104,NHANES,zero,1,0,1
NHANES__zero_flag_smote,RF+DNN metastack,0.962,0.004,0.795,0.038,0.761,0.022,0.699,0.069,0.845,0.06,0.935,0.012,0.607,0.023,0.335,0.097,NHANES,zero,1,0,1
NHANES__zero_flag_smote,xgb,0.957,0.01,0.76,0.054,0.737,0.024,0.688,0.048,0.802,0.09,0.931,0.006,0.515,0.039,0.465,0.233,NHANES,zero,1,0,1
NHANES__zero_flag_pair,ann,0.95,0.012,0.759,0.021,0.755,0.019,0.682,0.052,0.852,0.049,0.933,0.009,0.396,0.046,0.704,0.149,NHANES,zero,1,1,0
NHANES__zero_flag_pair,ann_xgb_ens,0.959,0.005,0.776,0.049,0.767,0.025,0.681,0.049,0.881,0.026,0.935,0.01,0.56,0.041,0.386,0.112,NHANES,zero,1,1,0
NHANES__zero_flag_pair,deep_ann,0.95,0.017,0.744,0.039,0.762,0.027,0.686,0.06,0.865,0.052,0.934,0.013,0.392,0.076,0.666,0.147,NHANES,zero,1,1,0
NHANES__zero_flag_pair,deepnetx2,0.946,0.017,0.758,0.023,0.76,0.033,0.685,0.066,0.862,0.044,0.934,0.014,0.435,0.018,0.579,0.199,NHANES,zero,1,1,0
NHANES__zero_flag_pair,lr,0.953,0.01,0.736,0.046,0.766,0.037,0.673,0.059,0.894,0.034,0.933,0.015,0.384,0.066,0.707,0.114,NHANES,zero,1,1,0
NHANES__zero_flag_pair,rf,0.966,0.005,0.79,0.047,0.775,0.024,0.692,0.047,0.885,0.038,0.938,0.009,0.606,0.026,0.3,0.102,NHANES,zero,1,1,0
NHANES__zero_flag_pair,RF+DNN metastack,0.966,0.005,0.781,0.048,0.771,0.022,0.707,0.049,0.852,0.032,0.938,0.009,0.603,0.024,0.316,0.073,NHANES,zero,1,1,0
NHANES__zero_flag_pair,xgb,0.956,0.006,0.772,0.059,0.76,0.01,0.672,0.027,0.875,0.025,0.933,0.005,0.545,0.028,0.166,0.03,NHANES,zero,1,1,0
NHANES__zero_flag_pair_smote,ann,0.951,0.012,0.767,0.037,0.764,0.015,0.704,0.034,0.839,0.053,0.937,0.005,0.433,0.061,0.737,0.1,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,ann_xgb_ens,0.956,0.007,0.769,0.046,0.763,0.025,0.683,0.06,0.872,0.037,0.934,0.011,0.503,0.048,0.515,0.178,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,deep_ann,0.955,0.011,0.779,0.024,0.761,0.018,0.684,0.035,0.861,0.044,0.934,0.007,0.404,0.065,0.736,0.08,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,deepnetx2,0.952,0.016,0.773,0.05,0.744,0.028,0.689,0.074,0.822,0.08,0.931,0.012,0.411,0.078,0.717,0.243,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,lr,0.951,0.012,0.731,0.05,0.766,0.034,0.672,0.054,0.894,0.03,0.933,0.013,0.4,0.071,0.679,0.091,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,rf,0.964,0.004,0.779,0.045,0.763,0.02,0.7,0.063,0.848,0.057,0.936,0.01,0.549,0.044,0.49,0.119,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,RF+DNN metastack,0.967,0.005,0.786,0.047,0.782,0.026,0.726,0.047,0.852,0.045,0.942,0.008,0.603,0.027,0.347,0.054,NHANES,zero,1,1,1
NHANES__zero_flag_pair_smote,xgb,0.957,0.004,0.763,0.047,0.758,0.011,0.694,0.045,0.842,0.062,0.935,0.005,0.516,0.028,0.438,0.202,NHANES,zero,1,1,1
NHANES__median,ann,0.837,0.085,0.446,0.151,0.49,0.109,0.421,0.119,0.614,0.133,0.837,0.07,-0.401,0.507,0.608,0.111,NHANES,median,0,0,0
NHANES__median,ann_xgb_ens,0.95,0.007,0.742,0.067,0.727,0.031,0.702,0.039,0.765,0.106,0.931,0.004,0.532,0.042,0.411,0.079,NHANES,median,0,0,0
NHANES__median,deep_ann,0.796,0.113,0.382,0.119,0.445,0.108,0.344,0.107,0.67,0.032,0.773,0.132,-0.485,0.46,0.494,0.092,NHANES,median,0,0,0
NHANES__median,deepnetx2,0.766,0.083,0.334,0.088,0.401,0.107,0.333,0.105,0.537,0.148,0.798,0.075,-0.721,0.511,0.482,0.045,NHANES,median,0,0,0
NHANES__median,lr,0.771,0.022,0.326,0.041,0.348,0.033,0.281,0.027,0.495,0.143,0.78,0.046,-0.962,0.085,0.665,0.065,NHANES,median,0,0,0
NHANES__median,rf,0.951,0.006,0.751,0.067,0.745,0.036,0.672,0.048,0.852,0.113,0.93,0.008,0.551,0.038,0.286,0.1,NHANES,median,0,0,0
NHANES__median,RF+DNN metastack,0.956,0.009,0.76,0.069,0.757,0.023,0.685,0.031,0.851,0.071,0.934,0.006,0.564,0.032,0.272,0.028,NHANES,median,0,0,0
NHANES__median,xgb,0.951,0.008,0.738,0.062,0.714,0.012,0.65,0.026,0.795,0.054,0.923,0.004,0.501,0.042,0.25,0.078,NHANES,median,0,0,0
NHANES__median_smote,ann,0.862,0.079,0.519,0.16,0.551,0.134,0.458,0.134,0.709,0.098,0.849,0.079,-0.191,0.429,0.63,0.108,NHANES,median,0,0,1
NHANES__median_smote,ann_xgb_ens,0.949,0.008,0.741,0.055,0.72,0.032,0.674,0.021,0.776,0.064,0.927,0.006,0.467,0.056,0.555,0.069,NHANES,median,0,0,1
NHANES__median_smote,deep_ann,0.793,0.116,0.389,0.196,0.445,0.172,0.342,0.166,0.684,0.149,0.769,0.118,-0.717,0.618,0.579,0.118,NHANES,median,0,0,1
NHANES__median_smote,deepnetx2,0.832,0.054,0.426,0.114,0.449,0.098,0.422,0.124,0.545,0.189,0.833,0.081,-0.743,0.52,0.657,0.169,NHANES,median,0,0,1
NHANES__median_smote,lr,0.774,0.021,0.326,0.034,0.364,0.031,0.301,0.032,0.498,0.141,0.793,0.042,-0.917,0.102,0.677,0.072,NHANES,median,0,0,1
NHANES__median_smote,rf,0.955,0.007,0.751,0.054,0.728,0.025,0.661,0.061,0.825,0.101,0.925,0.011,0.497,0.037,0.465,0.12,NHANES,median,0,0,1
NHANES__median_smote,RF+DNN metastack,0.957,0.009,0.762,0.067,0.754,0.019,0.683,0.035,0.848,0.067,0.933,0.005,0.565,0.034,0.267,0.032,NHANES,median,0,0,1
NHANES__median_smote,xgb,0.948,0.009,0.733,0.056,0.722,0.027,0.659,0.04,0.802,0.048,0.925,0.009,0.466,0.048,0.463,0.144,NHANES,median,0,0,1
NHANES__median_pair,ann,0.815,0.089,0.406,0.156,0.479,0.111,0.383,0.131,0.697,0.07,0.794,0.117,-0.309,0.363,0.529,0.101,NHANES,median,0,1,0
NHANES__median_pair,ann_xgb_ens,0.952,0.006,0.748,0.052,0.735,0.021,0.664,0.057,0.839,0.098,0.927,0.006,0.538,0.045,0.308,0.13,NHANES,median,0,1,0
NHANES__median_pair,deep_ann,0.845,0.016,0.448,0.044,0.486,0.035,0.432,0.032,0.567,0.093,0.856,0.015,-0.365,0.123,0.605,0.05,NHANES,median,0,1,0
NHANES__median_pair,deepnetx2,0.818,0.055,0.394,0.075,0.443,0.089,0.383,0.111,0.574,0.121,0.809,0.107,-0.477,0.488,0.529,0.05,NHANES,median,0,1,0
NHANES__median_pair,lr,0.8,0.011,0.353,0.029,0.396,0.025,0.344,0.057,0.515,0.145,0.812,0.045,-0.763,0.111,0.664,0.078,NHANES,median,0,1,0
NHANES__median_pair,rf,0.949,0.005,0.744,0.063,0.742,0.022,0.677,0.057,0.832,0.08,0.93,0.008,0.54,0.035,0.294,0.098,NHANES,median,0,1,0
NHANES__median_pair,RF+DNN metastack,0.952,0.007,0.746,0.071,0.751,0.012,0.692,0.043,0.825,0.034,0.934,0.007,0.547,0.031,0.284,0.053,NHANES,median,0,1,0
NHANES__median_pair,xgb,0.954,0.007,0.749,0.058,0.739,0.009,0.64,0.01,0.875,0.01,0.925,0.003,0.504,0.053,0.127,0.018,NHANES,median,0,1,0
NHANES__median_pair_smote,ann,0.907,0.013,0.614,0.027,0.609,0.051,0.545,0.063,0.713,0.12,0.89,0.022,0.127,0.132,0.632,0.105,NHANES,median,0,1,1
NHANES__median_pair_smote,ann_xgb_ens,0.948,0.007,0.741,0.038,0.741,0.022,0.679,0.029,0.819,0.043,0.931,0.006,0.446,0.047,0.614,0.088,NHANES,median,0,1,1
NHANES__median_pair_smote,deep_ann,0.915,0.014,0.624,0.046,0.626,0.025,0.541,0.042,0.756,0.089,0.891,0.013,0.029,0.107,0.703,0.072,NHANES,median,0,1,1
NHANES__median_pair_smote,deepnetx2,0.871,0.035,0.502,0.105,0.538,0.062,0.487,0.092,0.614,0.066,0.871,0.029,-0.556,0.559,0.718,0.15,NHANES,median,0,1,1
NHANES__median_pair_smote,lr,0.802,0.011,0.346,0.022,0.392,0.047,0.342,0.055,0.521,0.171,0.81,0.047,-0.703,0.139,0.668,0.106,NHANES,median,0,1,1
NHANES__median_pair_smote,rf,0.949,0.01,0.74,0.07,0.727,0.028,0.667,0.072,0.815,0.09,0.926,0.012,0.485,0.047,0.472,0.126,NHANES,median,0,1,1
NHANES__median_pair_smote,RF+DNN metastack,0.951,0.007,0.746,0.072,0.758,0.013,0.704,0.045,0.825,0.034,0.936,0.007,0.547,0.031,0.301,0.048,NHANES,median,0,1,1
NHANES__median_pair_smote,xgb,0.949,0.01,0.743,0.045,0.716,0.015,0.664,0.018,0.779,0.033,0.925,0.004,0.469,0.041,0.527,0.073,NHANES,median,0,1,1
NHANES__median_flag,ann,0.961,0.005,0.772,0.027,0.758,0.033,0.685,0.065,0.855,0.039,0.933,0.014,0.421,0.082,0.663,0.121,NHANES,median,1,0,0
NHANES__median_flag,ann_xgb_ens,0.959,0.006,0.776,0.052,0.76,0.026,0.668,0.056,0.888,0.031,0.932,0.012,0.567,0.044,0.297,0.122,NHANES,median,1,0,0
NHANES__median_flag,deep_ann,0.958,0.005,0.767,0.037,0.757,0.031,0.664,0.053,0.885,0.023,0.931,0.013,0.404,0.078,0.604,0.14,NHANES,median,1,0,0
NHANES__median_flag,deepnetx2,0.953,0.007,0.766,0.037,0.756,0.032,0.674,0.064,0.868,0.041,0.932,0.014,0.382,0.064,0.643,0.186,NHANES,median,1,0,0
NHANES__median_flag,lr,0.96,0.004,0.754,0.037,0.761,0.019,0.673,0.04,0.878,0.031,0.933,0.008,0.354,0.053,0.748,0.092,NHANES,median,1,0,0
NHANES__median_flag,rf,0.963,0.003,0.796,0.048,0.764,0.023,0.704,0.059,0.852,0.105,0.937,0.005,0.609,0.012,0.347,0.107,NHANES,median,1,0,0
NHANES__median_flag,RF+DNN metastack,0.961,0.004,0.793,0.038,0.771,0.032,0.699,0.055,0.868,0.072,0.938,0.011,0.607,0.014,0.303,0.081,NHANES,median,1,0,0
NHANES__median_flag,xgb,0.957,0.007,0.767,0.059,0.753,0.02,0.665,0.046,0.871,0.037,0.93,0.009,0.546,0.027,0.131,0.06,NHANES,median,1,0,0
NHANES__median_flag_smote,ann,0.954,0.013,0.786,0.028,0.757,0.012,0.697,0.037,0.832,0.056,0.935,0.004,0.444,0.071,0.71,0.111,NHANES,median,1,0,1
NHANES__median_flag_smote,ann_xgb_ens,0.958,0.003,0.776,0.049,0.754,0.042,0.665,0.072,0.878,0.042,0.93,0.018,0.519,0.059,0.465,0.222,NHANES,median,1,0,1
NHANES__median_flag_smote,deep_ann,0.953,0.014,0.781,0.024,0.771,0.031,0.7,0.057,0.865,0.046,0.938,0.011,0.434,0.078,0.723,0.126,NHANES,median,1,0,1
NHANES__median_flag_smote,deepnetx2,0.959,0.005,0.779,0.029,0.766,0.021,0.71,0.043,0.839,0.067,0.938,0.007,0.44,0.085,0.707,0.099,NHANES,median,1,0,1
NHANES__median_flag_smote,lr,0.96,0.004,0.754,0.034,0.745,0.032,0.66,0.069,0.865,0.054,0.928,0.015,0.39,0.056,0.69,0.158,NHANES,median,1,0,1
NHANES__median_flag_smote,rf,0.961,0.006,0.789,0.046,0.755,0.013,0.699,0.05,0.832,0.085,0.935,0.005,0.568,0.035,0.526,0.127,NHANES,median,1,0,1
NHANES__median_flag_smote,RF+DNN metastack,0.961,0.004,0.795,0.035,0.765,0.006,0.743,0.018,0.789,0.013,0.941,0.002,0.607,0.018,0.413,0.054,NHANES,median,1,0,1
NHANES__median_flag_smote,xgb,0.956,0.008,0.764,0.06,0.756,0.036,0.693,0.045,0.835,0.061,0.935,0.01,0.532,0.048,0.405,0.164,NHANES,median,1,0,1
NHANES__median_flag_pair,ann,0.952,0.013,0.764,0.046,0.759,0.026,0.689,0.061,0.852,0.061,0.934,0.011,0.444,0.052,0.624,0.096,NHANES,median,1,1,0
NHANES__median_flag_pair,ann_xgb_ens,0.958,0.003,0.781,0.043,0.763,0.036,0.671,0.055,0.888,0.027,0.933,0.013,0.56,0.042,0.295,0.118,NHANES,median,1,1,0
NHANES__median_flag_pair,deep_ann,0.946,0.014,0.74,0.036,0.757,0.026,0.67,0.049,0.875,0.047,0.932,0.01,0.407,0.078,0.575,0.204,NHANES,median,1,1,0
NHANES__median_flag_pair,deepnetx2,0.953,0.008,0.76,0.032,0.763,0.025,0.67,0.027,0.888,0.036,0.933,0.007,0.446,0.056,0.517,0.158,NHANES,median,1,1,0
NHANES__median_flag_pair,lr,0.954,0.009,0.741,0.048,0.765,0.017,0.675,0.035,0.885,0.041,0.934,0.007,0.365,0.068,0.746,0.076,NHANES,median,1,1,0
NHANES__median_flag_pair,rf,0.958,0.005,0.788,0.049,0.761,0.026,0.708,0.072,0.845,0.117,0.936,0.006,0.601,0.018,0.3,0.139,NHANES,median,1,1,0
NHANES__median_flag_pair,RF+DNN metastack,0.963,0.005,0.789,0.043,0.778,0.006,0.713,0.022,0.858,0.034,0.941,0.002,0.606,0.014,0.308,0.033,NHANES,median,1,1,0
NHANES__median_flag_pair,xgb,0.959,0.007,0.78,0.061,0.762,0.026,0.686,0.039,0.861,0.067,0.935,0.007,0.551,0.035,0.17,0.113,NHANES,median,1,1,0
NHANES__median_flag_pair_smote,ann,0.948,0.023,0.776,0.048,0.754,0.016,0.698,0.058,0.829,0.061,0.934,0.009,0.472,0.073,0.679,0.184,NHANES,median,1,1,1
NHANES__median_flag_pair_smote,ann_xgb_ens,0.959,0.003,0.793,0.043,0.762,0.012,0.686,0.04,0.862,0.04,0.935,0.006,0.518,0.051,0.556,0.187,NHANES,median,1,1,1
NHANES__median_flag_pair_smote,deep_ann,0.952,0.013,0.774,0.047,0.758,0.022,0.696,0.043,0.839,0.078,0.935,0.006,0.43,0.06,0.739,0.146,NHANES,median,1,1,1
NHANES__median_flag_pair_smote,deepnetx2,0.955,0.013,0.778,0.048,0.757,0.028,0.686,0.066,0.852,0.043,0.933,0.012,0.439,0.054,0.661,0.168,NHANES,median,1,1,1
